RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Join
JA496654,,11/2/2017 22:21,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/2/2017 22:35,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4015,W,THOMAS ST,1111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,11,41.9007236,-87.72695193,POINT (-87.726951927585 41.900723595508),1
JA496662,,11/2/2017 22:27,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/2/2017 22:30,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,3365,W,DEVON AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,11,41.99720058,-87.71415806,POINT (-87.71415805636 41.997200579831),1
JA496678,,11/2/2017 22:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,OVERTURNED,DIVIDED - W/MEDIAN (NOT RAISED),2,"CURVE, LEVEL",WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/2/2017 22:35,UNABLE TO DETERMINE,NOT APPLICABLE,1932,E,MARQUETTE DR,331,,,,,,,1,"REPORTED, NOT EVIDENT",1,0,0,0,1,0,0,22,5,11,41.77604314,-87.5779772,POINT (-87.577977201256 41.776043136513),1
JA496701,,11/2/2017 22:34,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/2/2017 22:37,FAILING TO REDUCE SPEED TO AVOID CRASH,IMPROPER OVERTAKING/PASSING,5500,S,PRINCETON AVE,711,,Y,,,,,2,INCAPACITATING INJURY,6,0,1,5,0,0,0,22,5,11,41.79408188,-87.6331347,POINT (-87.633134703265 41.794081881074),1
JA469713,,11/2/2017 23:00,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 23:30,NOT APPLICABLE,NOT APPLICABLE,100,E,LAKE ST,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,5,11,41.88586415,-87.62448553,POINT (-87.624485528482 41.88586415331),1
JA497574,,11/2/2017 23:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 16:57,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,7100,S,ROCKWELL ST,831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,11,41.76452456,-87.68827993,POINT (-87.68827992898 41.764524555088),1
JA496705,,11/2/2017 23:28,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/2/2017 23:30,FOLLOWING TOO CLOSELY,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1335,W,GRAND AVE,1215,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,23,5,11,41.89093774,-87.6603996,POINT (-87.660399600365 41.890937734822),1
JA496748,,11/2/2017 23:30,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,WORN SURFACE,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 0:25,FOLLOWING TOO CLOSELY,NOT APPLICABLE,8930,S,SOUTH CHICAGO AVE,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,5,11,41.73292801,-87.5599792,POINT (-87.55997919609 41.732928005493),1
JA498048,,11/2/2017 23:43,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",11/2/2017 23:43,UNABLE TO DETERMINE,NOT APPLICABLE,5555,W,NORTH AVE,2532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,5,11,41.90927457,-87.76518779,POINT (-87.765187784962 41.909274566712),1
JA496720,,11/2/2017 23:44,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/2/2017 23:46,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,517,E,60TH ST,313,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,11,41.78564916,-87.61255475,POINT (-87.612554752487 41.785649155067),1
JA496721,,11/2/2017 23:45,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT ON GRADE,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/2/2017 23:51,IMPROPER OVERTAKING/PASSING,DISREGARDING ROAD MARKINGS,4300,S,LAKE SHORE DR NB,222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,11,41.81679293,-87.59494802,POINT (-87.594948019195 41.816792926274),1
JA496708,,11/2/2017 23:46,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/2/2017 23:46,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),EXCEEDING AUTHORIZED SPEED LIMIT,323,E,PERSHING RD,213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,5,11,41.82370523,-87.61838043,POINT (-87.618380433494 41.823705232292),1
JA496717,Y,11/2/2017 23:49,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",11/3/2017 0:08,UNABLE TO DETERMINE,NOT APPLICABLE,247,W,47TH ST,935,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,23,5,11,41.80899133,-87.6326087,POINT (-87.632608701577 41.808991326336),1
JA496715,,11/2/2017 23:50,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/2/2017 23:53,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST","EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",7011,N,CALDWELL AVE,1621,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,5,11,42.00763505,-87.78482271,POINT (-87.784822713012 42.00763504696),1
JA496723,,11/3/2017 0:10,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 0:15,IMPROPER BACKING,NOT APPLICABLE,4703,N,HAMLIN AVE,1723,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,6,11,41.9665844,-87.72294676,POINT (-87.722946756237 41.966584400665),1
JA496769,,11/3/2017 0:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/3/2017 1:05,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,300,W,LAKE ST,122,,,,,,,2,"REPORTED, NOT EVIDENT",3,0,0,0,3,2,0,0,6,11,41.88584617,-87.63547453,POINT (-87.635474529551 41.88584616588),1
JA497521,N,11/3/2017 1:00,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/3/2017 16:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1601,W,CHASE AVE,2423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,6,11,42.01372906,-87.67034313,POINT (-87.670343132165 42.01372906422),1
JA496905,Y,11/3/2017 1:10,20,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/3/2017 8:55,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,2438,E,76TH ST,421,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,6,11,41.75730222,-87.56481671,POINT (-87.564816704502 41.757302223103),1
JA496774,,11/3/2017 1:26,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 1:30,DISTRACTION - FROM INSIDE VEHICLE,FOLLOWING TOO CLOSELY,408,E,63RD ST,313,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,1,6,11,41.78035608,-87.61523006,POINT (-87.61523006207 41.780356077341),1
JA496779,,11/3/2017 1:45,40,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,3,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/3/2017 2:07,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),PHYSICAL CONDITION OF DRIVER,5301,S,LAKE SHORE DR SB,234,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,6,11,41.79960819,-87.58126029,POINT (-87.581260288846 41.799608188394),1
JA503637,,11/3/2017 2:00,20,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,UNKNOWN,OTHER,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/8/2017 11:00,NOT APPLICABLE,UNABLE TO DETERMINE,4411,N,MOZART ST,1724,,,,Y,MAINTENANCE,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,6,11,41.96161935,-87.69955166,POINT (-87.699551658259 41.961619344973),1
JA496786,,11/3/2017 2:20,35,OTHER,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,N,"$501 - $1,500",11/3/2017 2:20,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,5509,S,UNION AVE,711,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,6,11,41.79369388,-87.64256371,POINT (-87.642563710554 41.793693881534),1
JA496806,,11/3/2017 3:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/3/2017 3:40,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3414,S,ARCHER AVE,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,3,6,11,41.83183073,-87.67552719,POINT (-87.675527191958 41.831830730215),1
JA496811,,11/3/2017 3:54,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/3/2017 3:56,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,5500,S,CICERO AVE,813,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,3,6,11,41.79291088,-87.74207734,POINT (-87.742077342959 41.792910883497),1
JA498789,,11/3/2017 4:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/4/2017 15:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3604,N,OAK PARK AVE,1632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,6,11,41.94567174,-87.79614227,POINT (-87.796142265829 41.945671736559),1
JA496820,N,11/3/2017 4:34,20,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,OTHER OBJECT,ALLEY,1,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 5:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2352,S,ASHLAND AVE,1034,,,,N,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,6,11,41.84887456,-87.66612592,POINT (-87.666125923002 41.848874555502),1
JA496819,,11/3/2017 4:44,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/3/2017 4:46,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,6500,N,CLARK ST,2432,,,,,,,3,"REPORTED, NOT EVIDENT",1,0,0,0,1,4,0,4,6,11,41.9999364,-87.67138055,POINT (-87.671380550014 41.999936403912),1
JA505974,,11/3/2017 5:25,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/10/2017 6:20,FAILING TO REDUCE SPEED TO AVOID CRASH,EXCEEDING SAFE SPEED FOR CONDITIONS,400,N,DEARBORN ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,6,11,41.88926953,-87.62973533,POINT (-87.629735331044 41.889269528172),1
JA496831,,11/3/2017 5:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,7,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/3/2017 6:05,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,211,S,MICHIGAN AVE,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,6,11,41.87926369,-87.62419935,POINT (-87.624199353001 41.879263686381),1
JA496828,,11/3/2017 5:50,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/3/2017 5:54,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4300,N,LARAMIE AVE,1624,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,6,11,41.95881927,-87.75747437,POINT (-87.757474373098 41.958819269036),1
JA496859,,11/3/2017 6:43,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/3/2017 6:57,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5101,N,NAGLE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,6,11,41.97393285,-87.78775868,POINT (-87.787758677882 41.973932852156),1
JA496851,,11/3/2017 6:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,11/3/2017 6:55,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5100,S,KEDZIE AVE,822,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,6,6,11,41.80072726,-87.70391022,POINT (-87.703910217369 41.800727259896),1
JA496866,,11/3/2017 7:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"$501 - $1,500",11/3/2017 7:06,IMPROPER TURNING/NO SIGNAL,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",11901,S,ASHLAND AVE,524,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,7,6,11,41.67743887,-87.66123603,POINT (-87.661236027425 41.677438869926),1
JA496854,,11/3/2017 7:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/3/2017 7:12,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1936,W,BELMONT AVE,1922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,6,11,41.93969218,-87.67740923,POINT (-87.677409229223 41.939692176939),1
JA497276,,11/3/2017 7:00,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/3/2017 13:40,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4300,S,COTTAGE GROVE AVE,221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,6,11,41.81672163,-87.60685357,POINT (-87.606853565078 41.816721626101),1
JA496886,,11/3/2017 7:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/3/2017 7:36,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5400,N,NAGLE AVE,1613,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,7,6,11,41.97936406,-87.78795077,POINT (-87.787950772066 41.979364061738),1
JA506025,,11/3/2017 7:43,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/10/2017 7:43,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,435,N,ASHLAND AVE,1215,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,6,11,41.88983746,-87.66696317,POINT (-87.666963167185 41.889837461891),1
JA496878,,11/3/2017 7:44,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,,"OVER $1,500",11/3/2017 7:44,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,3500,W,31ST ST,1032,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,7,6,11,41.83721147,-87.7121884,POINT (-87.712188403329 41.837211464732),1
JA497076,,11/3/2017 7:50,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/3/2017 11:20,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,6246,S,COTTAGE GROVE AVE,313,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,6,11,41.78083867,-87.60608652,POINT (-87.60608651777 41.78083866922),1
JA496891,,11/3/2017 7:55,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/3/2017 8:00,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,3920,N,ASHLAND AVE,1922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,7,6,11,41.95310209,-87.66916218,POINT (-87.669162182952 41.953102089271),1
JA498942,,11/3/2017 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/4/2017 17:25,UNABLE TO DETERMINE,UNABLE TO DETERMINE,718,W,76TH ST,621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,11,41.75621264,-87.64256378,POINT (-87.642563781445 41.756212635438),1
JA496949,,11/3/2017 8:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/3/2017 9:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1154,N,KEDZIE AVE,1121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,6,11,41.9026481,-87.70693184,POINT (-87.706931841363 41.902648102406),1
JA496913,,11/3/2017 8:00,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/3/2017 8:10,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,2001,W,19TH ST,1234,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,6,11,41.8557233,-87.67606619,POINT (-87.676066188438 41.855723301816),1
